MBIID	rating_mean_cat1	rating_mean_cat2	rating_mean_cat3	rating_mean_cat4	rating_mean_cat5	rating_mean_cat6	rating_mean_cat7	rating_mean_cat8	rating_mean_cat9
B188100	0.444	0.333	0.222	-0.111	0.667	-0.111	0	0.778	-0.889
B188101	0.667	-0.333	0.444	0.333	0	-2.778	-1.222	1.667	-2.667
B188102	2.333	1.333	2.556	0.333	2.667	-3	-2.111	1	-2.111
B188103	0.778	0.111	2.111	-0.111	1.667	-2.889	-1	-0.778	-1.889
B188104	1	0.778	2.778	-0.222	1.556	-2.889	-1.556	0.333	-2.667
B188105	0.333	-0.333	1.889	-0.111	0.556	-2	-2	-0.333	-1.889
B188106	0.556	-2.444	1.444	-0.556	0.778	-3	-2.444	0.333	-3
B188107	0.556	0.333	1.444	-0.333	1.222	-2.778	-2.556	0.889	-2.667
B188108	-3	-3	-3	-3	-3	-3	-3	-3	-3
B188110	0.889	1.111	1.444	0	2.444	-0.889	0	1.444	-1
B188111	2.333	0.556	-0.111	-0.333	1.556	-3	-2.333	-1.222	-3
B188114	-2.111	1.333	-0.889	-1.778	1.889	-3	-2.556	1.778	-2.889
B188115	1.333	0	1.444	-0.222	1.667	-2.778	-2.556	0	-2.111
B188116	1.111	0.222	2.778	-0.333	2.111	-2.667	-1.778	0	-1.556
B188117	-0.222	0.111	1.222	-0.111	1.111	-1.222	0.333	1.556	-1.222
B188118	2.444	0.111	3	-0.222	2.556	-1.222	-1.333	-0.556	-1.444
B188119	2.556	2.333	2.667	-2	3	-3	-3	-3	-3
B188120	-0.111	0.111	1.556	-0.889	0	-1.778	-1	-0.222	1
B188121	1.222	1.222	2.889	-0.111	2.778	-2.778	-3	0.333	-2.444
B188122	2.222	-1.444	2.222	-0.111	1.778	-2.667	-2.667	-0.556	-2.889
B188123	2.889	1	2.778	0.667	2.333	-3	-2.333	0	-2
B188124	1	0.222	2.556	-0.667	2.444	-3	-3	1.444	-2.889
B188125	0.222	0.111	1.778	0.556	0.556	-1	0.222	-0.444	0.333
B188127	2.778	1.556	2.222	0.222	2	-1.111	-0.333	1	-1.222
B188128	-0.667	-0.556	1.889	-0.222	1.556	-2.111	-1.667	0.222	-3
B188129	1.778	0.333	2	-0.444	1.667	-3	-2.556	-0.111	-3
B188130	1.111	0.889	2.222	0	1.778	-3	-3	0.556	-3
B188131	2.111	0	2.889	0.556	3	-3	-2	-2.667	-2.889
B188132	1.444	1.111	2.889	0	2.333	-2.667	-0.222	0.222	-2.333
B188133	0.889	1.111	2.333	-0.444	2.111	-0.778	1.111	-1.889	1
B188135	2.556	2.222	3	1.111	2.889	-2.667	-0.333	2.556	0.111
B188137	2.111	1.222	2.556	0.667	2.889	-2.889	-2.889	-0.444	-3
B188138	1.667	0.889	1.667	-0.111	1.444	-2.556	-2.333	-0.556	-2.222
B188142	1	0.333	2.556	0	0.889	-2.667	-2.889	0	-1.222
B188143	1.556	-0.222	1.222	-1.556	2	-3	-2.889	-2.111	-3
B188145	2.111	0.667	2.222	0.667	2.667	-2.222	-2.333	-0.222	-2.556
B188146	0.444	1.111	1.667	0	2	-3	-1.222	-1.333	-1.556
B188147	1.667	2.111	-1.222	-0.444	2.222	-2.889	-1	-0.444	-2.444
B188148	0.333	-2.889	-0.222	-2.222	0.889	-3	-3	2.111	-3
B188149	1.111	1.222	2.444	0.556	2.778	-2.556	0.111	-0.222	-1.444
B188150	2	0.556	2.444	0	2.667	-3	-3	1.889	-2.556
B188151	0.667	1.333	1.222	-0.333	1.778	-1.333	0.556	0.889	-0.333
B188152	0.222	0.889	2.667	0	2.222	-2.444	-1.333	0	-2.444
B188153	1	1.111	2.556	-0.667	2.667	-3	-2.222	1	-2.778
B188154	0	0.111	0.556	-0.667	1	-3	-2.444	-1	-3
B188156	1.556	-0.778	2.222	0.333	1.667	-2.444	-0.889	0	-2.889
B188157	1.333	-0.222	2.778	-0.333	2.444	-2.111	-1.556	-0.667	-2.556
B188158	1.111	-1.333	2	-0.556	1.444	-2.889	-2.778	-2.444	-2.778
B188159	0.222	0.667	1.667	-0.111	2.333	-3	-1.333	1.111	-3
B188160	1.556	-0.111	2.444	-0.333	2.444	-2.778	-1.222	0.778	-2.667
B188164	1	0.556	2.667	0	2.778	-2.889	-3	0.667	-2.889
B188165	1.778	-0.111	1.444	0.111	1.778	-2.444	-1.778	-0.778	-2.444
B188168	2.556	1.333	2.444	0	2.333	-3	-1.889	0.778	-2.778
B188169	-0.222	-0.556	2.222	-1.333	1.222	-2.333	-1.222	0.889	-2.222
B188172	2.222	0	2.333	0	2.333	-2.333	-1.778	-0.444	-0.556
B188175	1.556	0.556	2.333	0	2.222	-2.667	-1.667	0.222	-1.333
B188176	1.333	-0.444	2	-0.111	1.667	-3	-2.444	1.667	-2.444
B188178	0.889	1.111	2.222	-0.222	1.889	-1.556	0.222	0.778	-0.778
B188179	1.111	-0.222	2.444	-0.222	2.111	-2.667	-2	0.556	-1.778
B188182	1.556	0.111	2.111	0.111	1.444	-2.556	-2.111	1.556	-2.556
B188183	0.778	2.556	2.222	0.556	3	-3	-2.778	-0.333	-3
B188186	-0.667	-1.222	1.444	-0.778	1	-3	-2.889	-2.667	-1.556
B188189	0.667	-0.556	1.778	-0.222	1.222	-2.556	-1.333	-2.111	-1.556
B188191	1	0.556	1.333	0	0.667	-0.444	0	1.556	-1.889
B188193	2.222	-0.111	2.444	-0.111	2.222	-2.444	-2.778	0.111	-1.889
B188194	1	0.222	2.222	-0.111	1.889	-0.667	-0.444	0	-0.222
B188197	0.444	-1	1.222	-0.444	1.333	-3	-2.556	-2.222	-3
B188198	1.333	0.889	2.556	0.111	2.667	-2.889	-2.111	-1.889	-2.444
B188199	1.778	1.444	2.556	0.333	2.111	-1.333	-1	2.444	-0.889
B188200	1.778	1.222	2.778	0.444	2.667	-2.778	-1.222	0.444	-0.667
B188206	1.556	0.111	2.444	-0.333	1.556	-2.556	-1.222	-0.111	-2.889
B188207	3	3	3	3	3	-3	0.333	2.667	0.111
B188208	1.444	0.222	2.889	-0.778	2	-2.889	-0.667	-2.333	-1.222
B188210	0.444	-1	2.444	-0.667	2	-2.667	-2.778	-0.222	-2.889
B188211	0.111	0.111	1.111	0.111	0.889	-1.444	-0.556	0.556	-1
B188213	0.444	-1	0.667	-1	0.889	-2.889	-2.222	-1.333	-1.667
B188219	2.333	0.111	2.111	-0.556	2	-2.667	-2.889	-2	-2.333
B188221	-0.778	-0.778	0.556	-0.667	-0.222	-2.667	-1.444	-1.667	-2.778
B188223	0.333	0.444	2.111	-0.111	2.444	-2.778	-2	1.111	-1.778
B188225	2.111	0.222	2.889	2.111	2.778	-3	-2.889	-1.222	-2.667
B188226	0	0.444	0.778	0	1.667	-2.778	-2.222	1.111	-1.778
B188227	0.111	0.111	1	-1.778	0.333	-2.889	-2.667	1.111	-2.667
B188228	2.889	1.778	2.778	0.111	2.889	-2.667	-0.667	0.889	-2
B188229	-0.444	-0.778	1.667	-1.222	1.111	-3	-3	-0.222	-3
B188230	2.222	1.333	2.778	0.556	2.778	-2.222	-1.667	-0.111	-2.111
B188233	-2.667	-2.222	-0.889	-2.667	-1.333	-3	-2.556	-3	-2
B188235	0.444	-0.111	2.111	0	1.889	-2.778	-0.111	-0.111	-2.222
B188239	0.444	-0.778	2.444	-0.889	1.667	-2.778	-3	0.444	-2.556
B188240	1.556	0.444	2.222	-0.111	1.889	-3	-1.444	-2.556	-3
B188241	1.889	1.111	2.778	-0.667	2.667	-3	-3	-1.111	-1.111
B188242	1	0.778	1.111	0.111	2	-2.333	-1.111	0.444	-0.889
B188243	0.889	0.111	1.444	0	1.778	-3	-2.889	2	-3
B188244	0.333	-0.444	2.667	-1.667	2.444	-3	-2.667	-2.333	-2.889
B188245	1.444	1.111	1.222	1	1.111	1.222	1.333	1	1
B188247	2.333	0.889	2.889	0.667	2.889	-3	-2.444	-0.778	-2.778
B188248	0.889	1.667	0.444	0	2.556	-1.556	0.111	0.778	-0.333
B188249	0.333	-0.333	3	1.333	3	-3	-0.889	-2.444	2.556
B188250	0.889	1.778	1.889	0.556	2.667	-3	-2.556	1.111	-2.556
B188254	2	0.778	1.444	1.333	2.333	-2.556	-1.222	1.111	-2.111
B188255	2	0.444	2.778	0.222	2.778	-3	-0.778	-0.667	-0.889
B188256	1.333	1	2.222	-0.556	2.556	-2.778	-2.222	1.222	-2.333
B188259	2.333	1.333	2.444	-1.222	2.667	-3	-3	1.889	-3
B188260	2.333	0.556	2.889	0	3	-2.222	-1.667	0.778	-0.778
B188261	0.667	-2.333	0.889	-0.556	2.222	-3	-3	-2.889	-2.889
B188264	-0.333	-2.111	2	-0.556	1.556	-2.667	0.778	-2.778	-1.222
B188265	0.333	1	1.667	-0.333	2.222	-2.222	-0.778	-0.111	-1.333
B188266	1.333	-0.444	2.444	-0.111	2.444	-3	-2.333	-1.667	-3
B188267	1.333	0.778	2.556	-0.333	2.667	-3	-0.778	0	-1.444
B188269	0	0.556	1.444	-0.778	1.889	-3	-1.111	-1.444	-2.889
B188270	2.222	0.333	1.778	-0.111	2.556	-2.778	-1.778	0	-2.778
B188271	1.889	-1.111	1.333	-0.333	2.667	-2.778	-1.778	-1.889	-2.667
B188272	0.667	0.778	1.889	0.556	1.444	-0.667	1.111	0.222	-1.111
B188273	1.222	1.444	2.333	0.333	2.778	-2.556	-2.222	-1.333	-2.667
B188277	2.222	0	2.889	1	2.778	-2.111	-0.444	0	-2.222
B188278	1.222	-0.889	2.556	0.333	2.556	-2.889	-2.222	0	-1.556
B188279	2.444	1	2.667	-0.333	2.778	-2.889	-2.778	-1.667	-2.556
B188280	2.556	-0.111	2.889	-0.889	2.444	-2.778	-2.667	-1	-2
B188281	0.778	0.111	2.667	-0.333	2.222	-3	-2.889	-1	-1.778
B188282	1.111	0.333	2.111	0.333	1.778	-2.111	-0.889	-0.222	-1.444
B188283	1.222	1.111	1.333	-0.111	1.667	-2.667	-2.222	1.111	-1.889
B188287	2.222	1.222	2.333	1.222	2.444	-2.333	-1.889	2.444	-2.222
B188288	0.889	0.333	2.667	0	1.667	-3	-2.556	0.444	-2.556
B188290	0.444	0.333	2.111	-0.111	1.667	-2.889	-2	0.667	-1.778
B188291	1.333	-0.111	2.444	-0.333	2.444	-3	-3	0.556	-2.889
B188293	1.556	1.556	2.333	0	2.444	-3	-2.556	0.889	-2.444
B188296	0.222	-0.333	0.889	-2.333	-0.667	-3	-2.667	1.444	-2.778
B188299	0.444	-1.667	2.333	-1	1.667	-3	-2.444	-2.889	-3
B188300	0.111	-0.111	0.889	-0.778	0.889	-3	-3	-2.111	-2.444
B188302	1.222	1	2	1	2.333	-0.889	0.111	1.444	-1.222
B188303	0.889	-2.333	-0.444	-1.556	0.889	-3	-3	-3	-3
B188304	1.222	0.667	1.889	-0.333	2.667	-2.444	-2.778	2.333	-2.111
B188307	0.222	0.556	1	-0.667	2.333	-2.556	-0.556	0	-0.667
B188309	2	0.889	1.667	0.333	2.333	-0.444	0	0	-0.333
B188310	0.778	0.111	1.556	-0.333	1.333	-2.667	-1.333	-2.222	-1.778
B188312	2.444	1.667	2.556	0.444	2.778	-2.889	-2.222	2	-3
B188316	0.667	0.222	0.667	-0.333	1.667	-2	-1.444	-0.667	-0.778
B188319	2.556	0.222	3	-0.333	2.889	-3	-3	0	-2.778
B188321	0	-0.222	0.889	-0.222	1.333	-2	-1.667	-1.444	-2
B188323	1.111	1.222	1.667	0	1.556	-2.333	-2	0.667	-0.889
B188325	-0.111	-0.444	1.333	0.111	2.333	-3	-3	1	-2.444
B188326	0	0	0	0	0	0	0	0	0
B188330	0.556	1	2.556	-0.333	0.778	-2.889	-2.444	0.444	-1.778
B188331	1	0.556	1	0.667	0.889	-2	-1.556	-1	-1.889
B188332	0.222	0.111	1.667	-0.667	1.222	-2.889	-2.889	0.778	-3
B188334	3	1.444	2.556	-0.111	1.556	-3	-2.667	2.333	-1.667
B188337	1.444	0.444	0.556	-0.111	1.333	-2.889	-3	0.778	-3
B188338	-0.222	-1.556	2.556	-0.778	2.333	-3	-3	-1.556	-0.333
B188340	2.778	0.778	2.444	0.333	2.556	-3	-2	0.222	0.111
B188341	3	1.111	2.889	0.111	3	-3	0.111	0.111	2.333
B188342	0.778	0.556	1.222	-0.444	2	-2.333	-1.222	0.556	-2.111
B188344	1.778	1	2.111	-0.222	2.889	-3	-2.889	1.778	-3
B188345	-0.556	-1.556	-0.333	-1.778	-0.222	-3	-3	-0.778	-3
B188346	0.333	0.333	3	0	1.667	-0.111	0.111	0.556	-0.333
B188347	-0.667	-0.333	0	-0.556	-0.889	-2.111	-1.111	-0.889	-2.556
B188349	2.222	1.111	2	-0.556	2.444	-3	-2.667	0	-2.667
B188352	1.556	1.889	2.778	0.111	2.889	-2.889	-2.667	1.444	-2.778
B188353	0.667	0.111	0.778	-0.222	1.222	-1.111	-0.556	-0.444	-0.556
B188354	2.556	0.889	2.333	-0.111	2.667	-2.444	-3	0.333	-2.444
B188357	0	-0.333	1.222	-1.111	1	-3	-2.444	-0.222	-2.889
B188358	0.889	-0.222	2.556	-0.778	1.222	-3	-3	2.444	-2.111
B188359	1.667	0.889	2.556	-1.778	2	-2.444	-1.778	1.778	-1.667
B188361	0.111	-0.333	1.556	-0.333	0.778	-2	-0.333	1	1.111
B188363	2.556	1.556	2.444	-1	1.667	-2.889	-2.667	0.444	-2.333
B188366	1.444	-0.556	1.889	-0.667	1.667	-3	-3	-0.667	-3
B188368	2	0	2.556	-0.111	3	-3	-2.778	-0.778	-2.889
B188370	2.667	2	2.889	1.556	3	-2.222	-0.333	2.111	0
B188371	2.444	1.778	1.667	-0.111	2.111	-3	-0.889	1.667	-2.556
B188372	0.333	0.222	1.333	0	0.444	0	0.444	0.889	0
B188373	0.667	-0.556	0.889	0	1	-2.444	-1.444	-1.333	-2.444
B188374	2.222	0.111	2.444	-0.222	2.444	-2.889	-1.889	-0.222	-0.778
B188375	1.111	2.111	2.444	0.444	2.333	-1.778	-2.222	1.778	-3
B188377	1.444	0.222	1.444	0.111	0.667	-1.556	-1.333	0.333	-2.556
B188378	1.111	1.556	1.778	0.222	2.444	-2.667	-2.111	0.667	-2
B188379	1	0.778	3	0.333	1.778	-2.556	-1.556	0.778	-0.444
B188380	-0.222	0	0.889	-0.333	0.778	-3	-2.889	0.667	-1.222
B188383	0.667	-0.667	0.889	-1.333	0.778	-3	-3	-0.222	-2.667
B188384	1.556	0.444	1.556	0.556	2	-3	-1.111	1.556	-0.889
B188385	2.778	0.444	2.889	-0.333	2.667	-3	-3	1	-2.889
B188387	1.889	0.778	2.556	-0.222	2.333	-3	-2.556	1.111	-2.222
B188389	1.778	-0.333	2.667	-0.333	2.222	-3	-2.778	-0.778	-3
B188390	1.111	0.111	1.556	0.111	1.222	-2.222	-1.444	0	-1.333
B188392	2.222	0.556	2.556	-0.444	2.778	-3	-3	1.444	-3
B188394	-1	-0.222	0.222	-1	0	-3	-2.556	0.333	-2.111
B188395	-0.333	0.444	1.444	0.111	1.889	-2.667	0.444	0.667	-0.444
B188396	1.556	-0.222	1.889	-1.444	2.333	-2.889	-1.889	-0.556	-3
B188397	1.333	1.444	1.444	-0.889	1.111	-2.778	-3	1.111	-2.778
B188398	2	1.222	2.111	0.444	3	-2.222	-1.444	1.333	-1.333
B188399	1.444	-0.111	2.667	0.333	2.667	-3	-1.556	-0.111	-2
B188401	0.778	-0.778	0	-1.111	1.111	-3	-3	-2.111	-3
B188402	-0.111	1	1.333	-0.444	2.556	-1.111	-0.111	-0.667	-0.111
B188403	-1.111	0.667	0.889	-1.333	1.556	-0.556	1.556	0.556	0.556
B188404	0.667	-1.778	2	-0.556	2.444	-3	-3	0.667	-3
B188407	2.333	0.111	2.444	-0.444	0.889	-2.556	-1.444	0.667	-2.333
B188409	1.556	0	1.667	0.444	0.889	-2.111	-2.444	1.111	-1.556
B188410	0.889	0.444	1	0.111	1.889	-3	-2	1.889	-2.333
B188412	2.333	-0.556	1.778	-1	0.333	-2.889	-2.556	-1	-3
B188413	1.222	0.556	0.667	0.222	1.667	-1.889	-2.111	1.778	-0.444
B188414	1.889	0.222	2	-0.778	2.111	-3	-3	-0.333	-2.222
B188416	-0.444	1.222	1	0.556	2.778	-1.889	-2.111	0.556	-2.333
B188420	1.222	-0.889	1.222	-1.889	0.778	-2.778	-0.333	-0.667	-2.222
B188421	0.556	1.556	2.667	0.556	2.667	-1.444	-0.556	2.556	-2.667
B188422	2.556	1.667	2.667	-0.222	2.444	-2.778	-1	1	-0.667
B188423	0.556	-0.889	1.889	-1.222	1.667	-3	-2.667	-0.889	-3
B188426	1	-0.889	1.111	-0.778	2.222	-2.444	-1.333	-3	-0.889
B188428	0.556	0.111	3	-0.111	2.778	-3	-2.556	-0.222	-3
B188429	2.333	-0.667	2.556	0.333	2.444	-3	-3	0	-3
B188430	0.556	0.333	1.778	-0.556	1.556	-3	-2.333	-1.111	-1.889
B188431	0.889	2.333	2.667	-0.111	2.667	-0.556	0.222	1.889	1.667
B188435	2.333	-0.667	3	0	3	-3	-3	-0.889	-0.667
B188438	0.889	0.778	2.667	-0.333	2.556	-1.667	0.111	-0.444	-0.222
B188439	2	-0.778	2.222	0	2.111	-2.667	-2.778	-0.889	-0.889
B188441	0.667	0.889	1.667	-0.222	2	-2.333	-0.667	-0.667	-2
B188442	1	0.556	2.556	0	1.444	-2.667	-2.556	-1.111	-1.889
B188443	0.556	-0.667	1.778	-0.222	1.556	-2.222	-2.444	-1.889	-2.222
B188444	1.778	0.889	2	-0.111	2	-2.333	-0.778	0.111	-2.444
B188445	0	-1.444	0.111	-0.778	0.556	-3	-2.111	-2.444	-1.889
B188446	1.444	-0.111	2.444	-0.778	2.333	-2.778	-2.889	1.222	-2.444
B188447	1.222	0.333	2.778	0.111	3	-3	-3	-0.222	-1.444
B188449	1	-0.222	1.667	-0.556	0.778	-2.111	-1.778	-0.778	-2.667
B188451	-0.556	-1.222	-0.222	-2	0.111	-2	-1.556	-1.222	-0.889
B188452	2	-0.333	2.444	-1.222	2.222	-3	-2.667	0.667	-2.333
B188456	-0.444	0.222	2.111	-1	2.444	-2.889	-2	0.222	-3
B188458	-0.333	0	-0.333	-0.333	-0.444	-0.333	0.333	-0.222	0.556
B188461	0.444	-0.222	0.556	-0.333	0.556	-2.556	-1.889	0.333	-1.889
B188462	-1.667	-1.556	-1.778	-0.556	-2.111	0	0	-0.778	-0.222
B188464	1.667	1.444	0.333	0.889	2.222	-1	-0.556	1	-0.556
B188465	3	1.333	3	-0.333	3	-3	-3	-1.667	-3
B188471	1.333	0.222	2.556	-0.667	1.444	-2.889	-2.111	-0.111	-2.667
B188472	0.556	0.667	1.444	0.222	2.444	-2.889	-2.333	-0.222	-2
B188473	1.556	0.556	1.778	-0.333	1.556	-2.889	-2.556	0.111	-2.778
B188474	-0.222	-1.222	2.111	-0.889	1.222	-3	-2.667	-1.111	-3
B188475	-0.222	-1.222	0.778	-1.667	-0.778	-3	-2.778	-0.333	-2.778
B188477	1.556	1	2	0.333	2.667	-3	-2.889	-0.556	-2.667
B188480	1.222	1.333	2.667	0.222	2.667	-2.889	-1.556	1	-2.889
B188482	2.111	-1.333	0.889	-0.444	1.778	-3	-2.444	0.556	-2.778
B188483	3	1.667	3	-0.667	3	-3	-2.667	1.333	1.556
B188484	0.889	-0.889	1.667	-0.778	1.667	-3	-2.333	-2.889	-3
B188485	1.111	-0.667	1.556	-0.333	1.222	-3	-3	1	-1.889
B188488	1.556	0.333	2.333	-0.222	1.778	-2.556	-2.667	0	-1.556
B188489	1.111	0.111	1.556	-0.444	1	-2.889	-1.333	-0.889	-0.778
B188491	-0.222	0.778	2.333	-0.667	2.444	-2.667	-2.333	0.444	-3
B188492	1	-0.667	0.333	-0.556	2	-2	-1.667	-0.556	-2.778
B188493	1	-0.444	1.778	-0.333	1.778	-2.111	0.111	0.333	1
B188494	2.889	1.222	2.333	0.111	3	-2.778	-1.889	1.778	-1.444
B188497	0.778	0.778	2.111	-0.333	1	-2.889	-1.333	-2.667	-0.778
B188498	1.111	1.556	2.333	-0.333	2.556	-2.778	-0.556	1.778	-2
B188500	-0.111	0.333	1.111	0	1.333	-2.667	-1	-2.889	-1.778
B188501	2.333	-0.556	2.556	-0.778	2.111	-3	-2.778	-0.778	-3
B188502	1.333	1.333	2.889	-0.667	2.556	-3	-2.667	-1	-3
B188506	-0.444	-1.778	-2	-1.889	-1.222	-2.333	-2.667	-2.222	-2.556
B188507	1.556	0.111	0.556	0.556	1.778	-2.889	-1.667	1.444	-2.333
B188508	2.333	-1.333	2.667	0	1.222	-2.889	-2.556	0	-2
B188511	0.667	1	2.778	0.222	1.778	-1.556	-0.333	0.667	-2.333
B188512	0.889	0.667	0.556	-0.222	1.222	-2.778	-1.889	0.667	-1.667
B188514	2.111	-0.222	1.778	-0.778	2.111	-2.889	-1.778	-0.667	-1.333
B188516	2.444	1.333	2.333	0.778	2.222	-1.111	1.333	2	-0.667
B188518	2.778	2.111	2.556	0.889	3	-2.667	-2.889	0.667	-2.889
B188519	-0.889	0.111	2	-2	2.444	-2.778	-0.778	-0.556	-2.667
B188521	-0.111	-0.667	1.111	-0.889	0.444	-2.556	-0.667	-0.222	-0.889
B188522	-2.111	-2.333	-2.111	-2.778	-2	-3	-3	-2.556	-3
B188523	2.556	0.667	2.444	0.444	2.333	-1.889	-1.556	2.111	-2.778
B188524	0.778	1.111	2.111	-0.333	1.778	-2.556	-1.444	1.667	-0.556
B188525	0.889	0.667	1.667	0.111	1.556	-2.556	-0.667	0.111	-1.444
B188528	0	0.667	2.333	-0.111	2.222	-0.556	-0.333	1.667	-1.889
B188529	2.667	-0.111	2.889	0.778	1.778	-3	-2.889	-2	-1.333
B188530	0.778	1.333	1.222	-0.333	2.333	-2.556	-2.444	0.889	-2.556
B188533	-2.111	-2	-2	-2.444	-2.111	-3	-3	-2.111	-3
B188534	1.889	0.444	2.667	0.111	3	-2.444	-3	-0.778	-2.667
B188535	0.889	0.667	1.667	0	1.778	-2.889	-2.111	1.222	-1.778
B188536	2.111	2.333	2.667	0.222	2.111	-1.889	-1.778	-0.444	-2
B188537	0.444	0	1	-0.222	1	-2.444	-1.889	0.111	-1.333
B188538	1.222	0.111	1.222	-1.444	1.889	-3	-1.667	0.444	-2.889
B188540	-0.111	0.333	0.889	-0.111	1.222	-1.333	-0.111	0	0
B188543	0	-0.556	0.778	-0.778	0.556	-3	-2.333	-0.889	-1.778
B188544	0.667	1.333	2.667	0.667	2	-2.444	-2.222	2.111	-1.667
B188545	2.333	-0.444	2.667	1.111	2.333	-3	-2.889	-0.556	-1.889
B188547	0.556	0	1.889	0.444	2.667	-3	0.222	0.111	0.556
B188548	2.889	0.667	2.556	-0.222	1.778	-1.778	-3	0.556	-3
B188549	0.111	-0.111	1	-0.111	0.667	-1.111	-0.444	-0.778	-0.333
B188550	2.889	1.778	3	1.444	2.889	-2.333	-1.333	2	-2.222
B188551	1.556	1.333	2.111	0	2.556	-2.889	-1.889	1.222	-1.889
B188552	0.556	0.333	0.222	0.444	1.444	-2.667	-0.778	0.444	-1.222
B188553	1.444	0	2.333	-0.222	3	-3	-2.889	2.778	-2.667
B188554	2.667	1	2.111	-0.111	2.889	-3	-2.444	2.444	-3
B188557	0.778	0	1.778	-0.111	1.222	-1.778	-0.111	-0.333	0
B188558	2.444	1.222	1.667	0.444	2	-1.333	-0.444	1	-0.778
B188560	0.556	0.333	2.222	-0.111	1.444	-0.778	0.556	0.889	-0.111
B188561	0.667	-0.444	1.333	-0.556	1.111	-3	-1.778	0.222	-0.778
B188565	1	0.333	0.778	0	1	-1	0.556	1.111	-0.111
B188569	1.667	1.111	1.111	-0.333	2.667	-3	-0.333	-1.556	-2.889
B188572	2.333	1.222	2.111	0.333	1.778	-2.667	-1.444	1.333	-1.667
B188573	0.556	-0.444	1.222	-0.556	1.111	-2.667	-2.444	0	-1.333
B188575	2	2.111	2.556	1.667	2	0.333	1.667	1.556	1.333
B188577	1.889	0.778	3	0.222	2.556	-2.889	-2	0.222	-2
B188579	2.889	1.778	2.889	0	2.889	-3	-2.889	1.778	-2.778
B188580	-1.333	0	1.778	-2.111	1.889	-3	-0.111	-1.556	-2.889
B188583	0.333	0.667	1.333	-1.333	2.222	-2.778	-1	1	-2.889
B188592	1.667	1.333	2.333	-0.667	3	-2.889	-2.778	0.222	-2.667
B188600	1.667	2.556	2.556	2	2.667	-0.333	0.556	2	1.333
B188604	0	-0.889	0.889	-2.111	0.778	-3	-2.889	-1.556	-1.889
B188620	0.111	0.556	1.333	0.111	1.444	-1.111	0	0.222	-0.778
B188629	0.333	0	0.667	0	0	0	0	0	0
B188634	1.444	0	2.556	-0.222	2.333	-2.889	-1.333	1.667	-1.778
B188660	0.667	-0.222	2.111	0.111	1.444	-2.778	-2.444	-0.667	-1.222
B188664	0.444	0.667	0	-0.111	1.556	-2.778	-1.556	-1.111	-2.778
B188672	2	0.444	2.889	-1	2.556	-3	-3	1.667	-3
B188673	1.222	0.222	1.333	0	1.444	-1.667	-1.444	0.556	-1.333
B188678	2.111	-0.667	1.333	0.111	2	-2.778	-2.444	0	-0.778
B188679	-1.222	-0.556	0.667	-1.667	1.778	-3	-2	-3	-3
B188681	0.222	0	0.556	-0.111	0.333	-1	-0.889	1.667	-1
B188684	0.111	0.333	0.111	-0.111	1.111	-2	-1.889	0.444	-1.556
B188686	1.778	-0.111	2	-0.222	2.556	-2.667	-2.444	0.778	-2.667
B188687	-0.333	0.667	0.778	-0.556	1.111	-0.889	-0.222	-1.111	0.667
B188701	1	0.444	2.444	-0.444	1.556	-1.333	-0.889	0.222	-2
B188702	0.667	0.222	1.778	0.222	1.889	-1.778	-1.333	1.333	-2
B188708	0.889	0	0.444	-0.222	0.667	-2.556	-2.778	0.111	-1.889
B188710	2.444	0.222	0.444	-1.556	1.333	-3	-1.444	0.333	-1.778
B188712	0.444	0.556	2.222	0.111	1.667	-1.889	-0.667	-0.889	-1.444
B188714	2.222	-0.444	2.778	-0.222	1.778	-3	-2.667	0.333	-2.889
B188719	1	-0.556	2	-0.333	1.889	-2.778	-2.222	-0.778	-2.444
B188724	1.556	0.889	1.889	-1.889	3	-3	-3	-0.333	-3
B188725	2.222	0.556	3	0.222	1.778	-2.667	-1.556	1.444	-1.444
B188741	2.667	1.222	3	1.111	3	-2.667	-2.778	-0.222	-2.667
B188752	1.222	-0.333	1.333	0.444	1.667	-1.556	-1.556	-0.111	-1
B188754	1.889	1.333	3	-0.333	2.444	-3	-2.556	2	-2.333
B188756	2.222	-0.111	2.556	0.556	2.556	-2.778	-2.111	-0.111	-1.778
B188764	0.667	0.222	1	0.111	0.889	-1	-0.222	0	-0.333
B188766	1.889	1.667	1.778	0.111	2.333	-2.333	-1.778	1.333	-1.556
B188774	1	0	2	-0.778	2.667	-2.889	0	-3	1.778
B188778	2.667	2.556	3	1	2.889	-2.889	-0.889	2.556	1.556
B188779	0.333	0.222	1.333	-0.111	1.222	-1.222	-1.111	1	-1.333
B188780	-0.111	1.556	2.333	-0.778	1.778	-3	-1.889	1.222	-2.889
B188783	1.333	1.667	1.556	0.222	2.667	-2.444	-2.333	1.111	-1.889
B188784	-0.889	-1	0.778	-1.333	0.111	-1.667	-0.444	-0.333	-0.111
B188789	1.444	1.111	1.222	-0.333	1.556	-2.444	-2.111	0.778	-1.556
B188794	2.889	1.444	2.556	0.222	2.333	-3	-2	1.111	-2.333
B188796	1.222	0.333	2.556	0	2	-2.778	-2.667	2.111	-2.333
B188800	2.556	0.111	2.667	-0.444	2.778	-3	-3	-1.444	-2.778
B188804	1.667	0	2.222	-0.111	2.556	-2.222	-0.556	-1.556	-1.444
B188808	0.778	0	0.778	-0.333	1	-2.222	-2.111	-0.333	-0.667
