Project	Respondent_ID  ID	GRPRT_img1050_PRT  {#IMG_1050} :	GRPRT_img1120_PRT  {#IMG_1120} :	GRPRT_img1300_PRT  {#IMG_1300} :	GRPRT_img1301_PRT  {#IMG_1301} :	GRPRT_img1321_PRT  {#IMG_1321} :	GRPRT_img1440_PRT  {#IMG_1440} :	GRPRT_img1441_PRT  {#IMG_1441} :	GRPRT_img1460_PRT  {#IMG_1460} :	GRPRT_img1463_PRT  {#IMG_1463} :	GRPRT_img1500_PRT  {#IMG_1500} :	GRPRT_img1525_PRT  {#IMG_1525} :	GRPRT_img1610_PRT  {#IMG_1610} :	GRPRT_img1710_PRT  {#IMG_1710} :	GRPRT_img1811_PRT  {#IMG_1811} :	GRPRT_img1930_PRT  {#IMG_1930} :	GRPRT_img1932_PRT  {#IMG_1932} :	GRPRT_img4006_PRT  {#IMG_4006} :	GRPRT_img4150_PRT  {#IMG_4150} :	GRPRT_img4220_PRT  {#IMG_4220} :	GRPRT_img4225_PRT  {#IMG_4225} :	GRPRT_img4531_PRT  {#IMG_4531} :	GRPRT_img4534_PRT  {#IMG_4534} :	GRPRT_img4537_PRT  {#IMG_4537} :	GRPRT_img4538_PRT  {#IMG_4538} :	GRPRT_img5600_PRT  {#IMG_5600} :	GRPRT_img5631_PRT  {#IMG_5631} :	GRPRT_img5660_PRT  {#IMG_5660} :	GRPRT_img5700_PRT  {#IMG_5700} :	GRPRT_img5814_PRT  {#IMG_5814} :	GRPRT_img5831_PRT  {#IMG_5831} :	GRPRT_img5833_PRT  {#IMG_5833} :	GRPRT_img5836_PRT  {#IMG_5836} :	GRPRT_img5971_PRT  {#IMG_5971} :	GRPRT_img5972_PRT  {#IMG_5972} :	GRPRT_img8031_PRT  {#IMG_8031} :	GRPRT_img8080_PRT  {#IMG_8080} :	GRPRT_img8179_PRT  {#IMG_8179} :	GRPRT_img8180_PRT  {#IMG_8180} :	GRPRT_img8186_PRT  {#IMG_8186} :	GRPRT_img8200_PRT  {#IMG_8200} :	GRPRT_img8370_PRT  {#IMG_8370} :	GRPRT_img8475_PRT  {#IMG_8475} :	GRPRT_img9050_PRT  {#IMG_9050} :	GRPRT_img9230_PRT  {#IMG_9230} :	GRPRT_img9600_PRT  {#IMG_9600} :	GRPRT_img9622_PRT  {#IMG_9622} :	GRPRT_img9902_PRT  {#IMG_9902} :	GRPRT_img9910_PRT  {#IMG_9910} :
N501	E1CC6E2A-B260-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	2	3	0	-3	2	3	3	-3	-3	3	1	2	1	1	2	-3	3	3	3	3	3	0	3	3	3	-3	-3	3	-3	-3	-3	-3	3	-2	-3	-3	-3	-3	-3	-3	-3
N501	F5785F36-B260-E611-8111-125BDAFF1DF1	-2	-3	-3	-3	0	3	3	3	1	3	-3	3	3	2	-3	-3	0	-2	1	0	0	0	0	-3	3	3	3	2	3	3	3	3	-3	-3	2	0	0	1	0	1	2	-3	-3	-2	-3	-3	-2	-3
N501	F4855A54-B260-E611-8111-125BDAFF1DF1	-3	1	-3	3	1	3	3	3	3	2	-3	3	3	3	1	0	3	3	3	3	-3	-3	-3	-3	3	3	3	3	1	3	3	3	-3	-3	0	-3	-3	-3	3	1	0	-3	-3	-3	-3	-3	-3	-3
N501	71A57F60-B260-E611-8111-125BDAFF1DF1	3	3	2	3	3	3	3	3	3	3	0	3	3	3	3	3	0	0	0	0	-2	-2	-2	-2	3	3	3	3	-3	3	3	3	-3	-3	3	0	0	0	0	0	2	-3	-3	-3	-3	-3	-3	-3
N501	126B5996-B260-E611-8111-125BDAFF1DF1	1	2	-3	-2	3	3	3	3	3	3	-3	3	3	3	-3	-3	3	3	3	3	-3	-3	-3	-3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	-3	3	3	-3	-1	1	3	-3	-3
N501	DAE15EA8-B260-E611-8111-125BDAFF1DF1	-3	-3	-3	-2	-1	2	2	3	-1	2	-3	1	2	3	-2	-1	2	3	3	3	-3	-3	-3	-3	3	3	3	3	3	-2	3	2	1	2	2	1	1	3	2	-2	2	2	-2	-2	0	2	-2	-2
N501	309058D2-B260-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	3	2	2	1	-3	1	2	0	-3	-3	1	3	2	2	-3	-3	-3	-3	1	1	2	1	1	2	1	2	-2	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
N501	909058D2-B260-E611-8111-125BDAFF1DF1	-3	-3	-3	3	-3	2	1	2	3	3	-2	3	3	0	-3	-3	3	3	3	3	3	2	-1	2	3	3	3	3	3	3	3	3	-3	-3	3	0	-3	0	-1	3	1	-3	-3	-3	-3	-3	-3	-3
N501	58012126-B360-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	-1	0	1	0	1	1	-2	1	1	0	-1	-1	0	-1	2	1	0	0	-2	-1	2	2	2	2	0	2	2	1	-1	-1	1	1	0	0	1	1	2	0	-2	-1	-1	-1	0	-2
N501	4B510080-B360-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	0	2	0	0	0	-3	0	0	0	-3	-3	-2	0	1	3	-2	-2	-1	0	0	1	-1	0	0	2	2	0	-3	0	0	-1	0	0	0	-1	0	-1	1	-3	-3	-3	-3	-3
N501	21AE057A-B360-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	3	2	0	-3	-3	2	1	3	2	0	0	0	0	3	3	3	3	1	3	1	1	1	1	1	1	-3	1	1	1	1	1	1	1	0	-1	-1	-1
N501	C59A843F-B460-E611-8111-125BDAFF1DF1	-3	-3	-3	2	-2	3	3	3	2	3	-3	3	3	1	-1	1	3	3	3	3	0	0	0	0	3	-1	2	1	3	2	0	1	-3	1	2	1	3	2	2	1	3	-1	-3	0	-2	-2	-3	-3
N501	3A0CC18E-B560-E611-8111-125BDAFF1DF1	-1	1	0	-3	3	1	2	1	3	3	-3	3	3	1	0	-3	3	3	3	3	2	0	-3	0	1	1	0	3	0	3	3	3	2	0	3	1	-1	2	1	2	2	-3	-3	-3	-3	-3	-3	-3
N501	8A61B0A6-B560-E611-8111-125BDAFF1DF1	0	0	-1	-1	1	1	1	1	0	-1	-1	0	1	0	-1	0	1	0	3	0	-2	-1	-1	-2	1	0	1	2	1	1	0	1	2	2	0	0	0	0	1	-1	2	-1	2	0	1	0	1	1
N501	6A8EE862-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	0	2	2	3	3	1	-3	0	1	0	-3	0	1	2	2	2	-3	-3	-3	-3	3	3	3	3	3	0	2	1	0	0	2	0	-3	0	0	0	3	-3	-1	-1	-1	-3	-3	-3
N501	628FE862-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	1	1	1	1	-2	1	1	1	-3	-3	0	0	0	0	0	0	0	0	2	1	0	0	1	1	2	2	-3	-3	1	0	-1	1	0	0	1	0	-3	-3	-3	-3	-3	-3
N501	FF1ED37A-B860-E611-8111-125BDAFF1DF1	-1	-2	-1	-2	0	3	3	3	3	1	-1	1	2	-1	-2	-2	-2	-1	-2	-1	1	0	1	2	3	1	2	2	0	2	0	-1	-2	-1	-2	-1	-1	-2	0	2	0	-2	-2	-2	0	-2	-2	-1
N501	9A74DB6E-B860-E611-8111-125BDAFF1DF1	0	0	-1	-1	1	3	3	3	3	3	-1	3	3	-1	-1	-3	-3	-2	-3	-3	0	-1	-2	-1	3	3	3	3	1	3	-1	1	-3	-3	0	0	-3	-2	-3	0	1	-3	-3	-3	-3	-3	-3	-3
N501	2E87D280-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	2	3	2	-3	-3	-3	-3	-3	-3	1	0	-2	3	3	0	0	2	1	3	1	3	-3	-3	3	0	0	-2	0	0	0	-3	-3	-3	-3	-3	-3	-3
N501	C2C8CA86-B860-E611-8111-125BDAFF1DF1	-3	-3	-2	-2	-1	2	3	3	3	1	-2	3	3	-1	-3	-2	-2	-1	0	-2	-1	0	0	2	3	3	0	-2	3	2	2	2	-2	-2	2	0	1	1	2	1	1	2	-2	-2	-1	-3	-2	-3
N501	47B6D374-B860-E611-8111-125BDAFF1DF1	-3	-1	-3	-3	1	3	3	3	3	3	-3	3	3	1	-3	-3	0	0	0	0	3	3	2	3	3	3	3	3	3	2	2	2	-1	1	2	2	1	1	2	2	3	3	-3	0	-3	-2	-3	-3
N501	3FAEBD92-B860-E611-8111-125BDAFF1DF1	-3	-1	-3	-2	0	2	2	2	2	2	-3	0	2	2	-1	-2	2	-2	2	0	3	2	1	-1	3	3	2	0	1	3	1	2	2	1	1	0	1	3	2	1	2	-1	2	-1	2	-2	1	0
N501	6950B898-B860-E611-8111-125BDAFF1DF1	-1	-2	-2	-1	1	3	3	2	3	1	-2	2	3	1	-1	-1	-3	-2	-3	-3	-1	-1	0	-1	3	3	3	2	2	3	3	3	-1	-1	0	-1	-1	-1	0	1	1	-2	-2	-2	-2	-3	-3	-3
N501	3A91B09E-B860-E611-8111-125BDAFF1DF1	0	-1	-3	-2	0	3	3	3	3	3	-3	3	3	3	-2	-1	0	2	3	1	0	0	0	0	2	2	1	3	0	2	3	2	0	-1	3	1	2	0	0	1	3	0	-2	-2	-3	-3	-3	-3
N501	CAD3A8A4-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	2	-3	3	3	0	-3	-3	3	3	3	3	0	0	-1	-1	3	3	3	3	-2	3	2	1	-3	-3	3	1	2	0	2	2	3	2	-3	-3	-3	-3	-3	-3
N501	75D4A8A4-B860-E611-8111-125BDAFF1DF1	0	0	-3	-3	-3	2	3	1	2	1	-3	1	0	0	-3	0	1	1	1	1	0	2	2	2	2	1	0	2	0	3	2	2	-3	-3	1	1	-1	2	2	2	1	-2	-3	-2	0	-3	0	-3
N501	396493BC-B860-E611-8111-125BDAFF1DF1	-1	-1	-3	-2	-2	3	3	3	1	0	-2	1	3	0	-2	-2	1	0	0	0	0	1	0	1	3	2	2	2	2	2	2	3	-3	-3	0	0	1	0	1	0	0	0	-3	-2	-2	-3	-3	-3
N501	59A58BC2-B860-E611-8111-125BDAFF1DF1	-3	-3	-1	-2	0	-1	0	1	0	-1	-1	0	1	-1	-2	-1	-2	-2	0	-2	1	0	1	0	1	2	0	0	1	1	1	-1	0	0	-1	-2	-1	0	0	0	0	-1	0	0	-1	-1	-1	0
N501	0A239BB6-B860-E611-8111-125BDAFF1DF1	1	1	1	-1	-1	3	3	3	3	3	-3	2	3	3	-3	1	2	3	3	3	3	2	2	0	3	3	3	3	3	3	3	3	1	-3	3	0	3	3	3	3	3	1	-2	-3	3	2	3	1
N501	B0897ECE-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	1	-2	-3	3	-3	1	1	0	-1	-3	3	3	3	3	-3	-3	-3	-3	2	2	1	1	2	2	2	1	-3	-3	1	1	0	2	1	-2	2	-2	-3	-3	-3	-3	-3	-3
N501	3A8A7ECE-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	0	-3	3	3	3	-3	-3	0	0	0	0	0	0	3	0	3	3	0	3	2	3	3	3	-3	-3	2	1	1	1	2	1	2	-1	-3	-3	-3	-3	-3	-3
N501	138A7ECE-B860-E611-8111-125BDAFF1DF1	-3	3	-3	-3	-3	3	3	3	3	3	-3	3	-3	3	-3	-3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	-3	-3	3	3	3	3	3	3	3	3	-3	-3	-3	-3	-3	-3
N501	32897ECE-B860-E611-8111-125BDAFF1DF1	-2	-2	-2	-1	2	3	3	3	2	2	-2	2	3	0	0	2	3	3	3	3	-2	-2	-2	-2	2	2	2	2	3	1	2	0	2	1	2	2	2	2	2	0	0	2	-2	-1	1	-1	-1	-1
N501	C7897ECE-B860-E611-8111-125BDAFF1DF1	-2	-3	2	2	2	3	3	2	3	1	1	2	3	2	1	1	1	1	1	1	0	-1	0	0	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0
N501	34FF77E0-B860-E611-8111-125BDAFF1DF1	1	-2	-2	1	-1	0	0	1	1	1	1	-2	2	0	1	2	3	3	3	3	-3	-3	-3	-3	-1	1	1	1	3	-1	3	1	-3	-3	1	-3	1	0	0	-3	-3	-2	-3	-3	-3	-3	-3	-3
N501	74FE77E0-B860-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	1	3	3	1	3	1	-1	1	2	2	-1	-1	-3	-3	-3	-3	-1	-1	-1	-2	2	1	1	2	3	2	1	1	-1	-1	1	0	0	0	1	0	1	-1	-1	0	-1	-1	-2	-2
N501	8BE46AEC-B860-E611-8111-125BDAFF1DF1	3	3	-3	3	3	3	3	3	3	3	-2	3	3	-3	3	3	0	3	3	3	1	0	0	-3	3	3	3	3	3	3	3	3	3	3	1	0	3	3	3	0	3	3	-3	1	-3	-3	0	3
N501	532E63F2-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	2	-3	2	3	1	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	1	1	-1	1	2	2	1	2	-1	-3	-1	-1	1	-1	-3	-2	1	-2	-3	-3	-3	-3	-3	-3
N501	D72E63F2-B860-E611-8111-125BDAFF1DF1	1	0	-3	1	-1	1	1	3	3	1	-1	0	1	-1	-1	-1	0	0	0	1	1	1	2	1	2	3	0	1	1	1	2	2	-1	-1	0	0	0	1	1	1	0	-1	-3	0	-3	-2	-2	-3
N501	58AB5E0A-B960-E611-8111-125BDAFF1DF1	-2	-2	-3	-3	-1	3	3	3	3	3	-3	3	3	0	-1	0	0	1	-1	0	2	3	-3	3	3	0	3	0	1	0	2	3	1	-1	2	3	0	0	3	3	3	-1	-3	3	-2	-3	0	-2
N501	74D36E10-B960-E611-8111-125BDAFF1DF1	1	-2	-3	-2	1	1	2	3	1	1	-3	1	2	1	-2	-2	-3	2	-1	-2	-2	-1	-2	-2	2	-1	1	3	1	1	1	-2	-2	-2	2	1	1	-1	1	1	1	-1	-3	-2	-1	-2	-3	-3
N501	E3D26E10-B960-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	3	3	3	1	-3	3	3	-1	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	3	-2	-3	-3	2	3	1	-3	-3	-2	-1	-2	-3	-2	-1	0	-3	0	-3	-1	-3	-3	-3
N501	C1856916-B960-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	3	3	3	3	3	-3	3	3	-2	-2	-3	-3	0	-3	-3	-3	-3	-2	1	3	1	-1	-1	-3	1	2	1	-3	-3	-1	-2	-1	1	-1	1	3	-3	-3	-3	-3	-3	-3	-3
N501	93D5611C-B960-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	1	3	3	3	-3	3	3	1	-3	-2	3	3	3	3	0	0	0	0	3	3	3	2	3	3	3	3	-3	-2	2	2	2	0	3	3	3	-2	0	-3	-3	-3	-3	-3
N501	FD255A22-B960-E611-8111-125BDAFF1DF1	1	0	-1	-1	0	0	1	1	1	1	-1	1	1	1	-1	-1	2	1	3	3	0	0	-1	0	1	0	0	1	-1	0	2	0	0	0	0	-1	1	0	1	0	0	-2	-1	-1	0	0	-1	-1
N501	593F4A34-B960-E611-8111-125BDAFF1DF1	0	-1	-2	-1	1	2	3	2	2	1	-1	1	2	1	1	1	2	2	3	3	-2	-2	-2	-3	2	2	3	2	2	1	1	2	0	0	1	0	1	1	1	1	0	-2	-3	-2	-3	-2	-3	-3
N501	FDE36AEC-B860-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	3	3	3	3	3	3	-3	3	3	3	3	-3	3	3	3	3	-3	-3	-3	-3	3	3	3	3	3	3	3	3	-3	3	3	-3	3	3	3	3	3	-3	-3	-3	-3	-3	-3	-3
N501	60694440-B960-E611-8111-125BDAFF1DF1	0	0	0	-2	0	3	3	3	3	3	-1	3	3	3	1	-3	3	3	3	3	0	-3	0	-3	3	3	3	3	3	3	3	3	-3	-3	3	3	2	3	3	1	3	0	-3	-3	-3	-3	-3	-3
N501	CBE14346-B960-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	3	3	3	-3	-3	-3	-3	-3	-3	3	3	3	3	3	3	3	3	3	3	3	3	-3	-3	-3	3	-3	3	-3	3	3	-3	-3	-3	-3	-3	-3	-3
N501	BAE14346-B960-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	0	3	-1	-3	3	-3	0	2	3	-3	3	3	3	3	3	-1	0	1	-1	3	3	3	2	2	3	3	3	1	-1	2	2	0	-1	2	2	2	-3	-3	3	-3	-3	-3	-3
N501	26BF415E-B960-E611-8111-125BDAFF1DF1	0	-2	-2	-1	-2	-1	3	2	3	0	-1	2	3	0	-3	-1	3	3	3	3	2	0	1	2	2	2	1	2	-1	2	3	1	-1	-2	2	3	2	2	2	2	3	2	-3	-2	-3	-3	-2	-2
N501	C0474258-B960-E611-8111-125BDAFF1DF1	-1	-3	0	0	0	3	2	1	0	0	-3	3	3	1	-2	-2	2	3	3	2	2	2	-2	2	2	3	3	0	-3	3	3	2	0	-1	2	2	0	1	2	0	2	3	-3	-2	-2	-3	-3	-3
N501	4A25376A-B960-E611-8111-125BDAFF1DF1	0	1	0	1	1	3	3	3	3	3	1	2	3	1	1	1	3	2	2	3	0	1	1	0	1	3	3	3	0	3	2	1	-2	-1	3	1	3	2	3	1	0	1	-2	-1	-1	-3	-2	-3
N501	48484258-B960-E611-8111-125BDAFF1DF1	-3	0	-3	-1	1	-1	1	-1	1	-2	-3	-3	-3	-3	1	1	3	3	3	3	-1	-1	-1	-3	2	-3	2	1	-2	1	1	1	0	-1	1	1	1	1	1	2	-3	-1	-2	-1	-3	-1	-2	-2
N501	99F710A0-B960-E611-8111-125BDAFF1DF1	1	1	-3	-1	-2	0	0	1	2	0	-3	1	0	-3	-3	-3	2	3	3	3	-2	-3	1	-3	1	0	-1	1	3	-3	3	-1	0	0	-2	0	0	0	-1	-1	1	-1	-3	1	-3	-3	-3	-3
N501	654DE50B-BA60-E611-8111-125BDAFF1DF1	-2	-3	-2	-3	-2	3	3	1	3	2	-3	1	3	-1	-3	-3	-2	1	3	3	-3	-3	-3	-3	3	0	0	2	0	2	1	0	-3	-3	0	-2	3	-1	1	-2	-2	3	-3	-3	-3	-3	-3	-3
N501	BF7B6595-BA60-E611-8111-125BDAFF1DF1	-3	-3	-1	-3	-2	2	3	2	3	2	-3	2	3	-2	-3	-3	0	-3	0	0	1	0	0	0	1	3	3	0	-2	2	3	2	-3	-2	0	2	-1	0	0	1	2	2	-3	0	-3	-3	-3	-2
N501	470F34D7-BA60-E611-8111-125BDAFF1DF1	-2	-2	-2	-1	1	3	3	2	0	0	-1	-2	1	-3	-2	0	0	2	3	3	-3	-1	-1	-1	3	1	3	3	0	2	2	3	3	3	0	1	3	3	1	-1	3	-1	0	1	1	1	-3	0
N501	20BA2BE3-BA60-E611-8111-125BDAFF1DF1	-1	-2	-3	-2	0	1	3	2	3	1	-3	2	2	-1	-2	-2	1	3	3	3	-3	-3	-3	-3	3	2	3	3	2	3	2	2	-1	-1	3	1	1	0	1	0	2	0	-3	-3	-3	-3	-3	-3
N501	8ED6B5D2-BB60-E611-8111-125BDAFF1DF1	-2	-3	-3	-3	-2	0	1	1	1	0	-2	0	2	1	-2	-2	2	2	2	2	0	0	0	0	2	2	1	1	1	0	2	0	-2	0	2	1	2	0	1	1	0	-2	-3	0	-1	1	-3	-3
N501	2616ADE4-BB60-E611-8111-125BDAFF1DF1	-1	-1	-1	3	3	2	3	3	2	3	1	3	3	3	-2	1	0	0	-1	-1	3	3	0	1	2	3	3	2	3	3	3	-1	3	-1	1	1	2	3	0	1	3	0	-1	-3	-1	-1	-3	-1
N501	84F169AB-BD60-E611-8111-125BDAFF1DF1	1	2	0	-1	1	1	2	1	1	-1	-1	1	0	1	2	1	3	3	3	3	-1	-1	0	0	2	2	1	1	2	1	0	0	0	0	1	1	1	2	1	2	0	0	-3	1	-3	-1	-2	-3
N501	383465C3-BD60-E611-8111-125BDAFF1DF1	0	-2	-3	-1	2	1	1	0	-3	1	-3	0	-1	0	-3	-1	-1	2	2	3	-3	-3	-3	-3	0	3	-1	3	0	1	0	0	3	3	-1	-2	-2	0	-2	-3	0	0	-3	-3	-3	1	-3	-3
N501	FEDA48F4-9562-E611-8111-125BDAFF1DF1	2	1	0	2	1	1	2	2	3	3	-1	0	3	0	2	2	-3	3	1	3	-3	-3	-2	-3	0	0	0	0	0	-3	2	-2	0	1	1	-2	3	3	3	-2	3	-3	-1	2	0	0	2	3
N501	09DE6306-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	3	3	3	3	2	-3	3	3	3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	2	3	-3	-3	3	3	3	3	2	-2	-2	-2	-2	0	-2	2	0	-2	-2	-3	-3	-3	-3	-3
N501	11488630-9662-E611-8111-125BDAFF1DF1	-2	0	2	1	2	2	2	3	1	3	1	2	2	2	1	-1	-2	0	-2	-3	1	2	2	1	3	3	3	3	1	3	3	2	0	0	2	3	2	1	2	2	1	-3	-1	-1	-1	-1	-3	-3
N501	6173803C-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	3	3	3	1	0	-3	3	1	3	-3	-3	-3	-1	1	1	0	-1	1	-2	-3	0	1	1	-1	3	1	3	3	-2	2	-1	-3	0	-1	3	1	-3	-3	-2	-3	-3	-3	-3
N501	6D73803C-9662-E611-8111-125BDAFF1DF1	-1	-2	-2	-2	2	2	2	1	3	0	-2	2	3	-1	-2	-2	-1	-3	-1	1	1	-1	2	-1	1	3	1	1	0	3	0	1	-1	-1	1	0	2	1	1	1	1	-2	-3	-3	-1	-2	-2	-3
N501	99FF7C48-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	1	1	3	3	3	3	3	-2	3	3	3	-2	-2	-3	-1	0	-3	2	2	3	1	3	3	3	2	3	3	3	3	0	-3	3	1	-3	-2	-1	0	2	-1	-3	-2	-2	-2	-3	-3
N501	80FF7C48-9662-E611-8111-125BDAFF1DF1	3	0	-3	-3	0	3	3	3	3	3	-3	3	3	3	1	1	1	-2	3	0	1	3	3	3	3	3	3	3	-3	3	3	3	-3	-3	2	3	1	3	1	3	3	0	-3	-3	-3	-3	-3	-3
N501	52FF7C48-9662-E611-8111-125BDAFF1DF1	1	1	0	1	1	3	3	3	3	2	1	3	3	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	0	0	0
N501	9DFF7C48-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-2	0	3	3	3	3	3	-3	2	3	1	-3	-3	-3	-2	-3	-3	-1	-1	-2	-1	2	1	1	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	-3	-2	0	-1	-1	-1	-1
N501	3500A54E-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-1	-3	2	1	2	2	3	-3	2	3	3	-1	-2	-2	0	-2	0	0	0	-2	0	1	2	1	2	0	3	1	1	-2	-2	1	1	0	1	1	0	1	0	-2	-3	-3	1	-2	-3
N501	4000A54E-9662-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	-1	3	3	3	3	1	-1	3	2	0	-1	-2	-3	-1	-1	-1	-1	0	0	-1	2	3	2	1	3	1	1	2	1	1	1	0	1	-1	2	1	1	-1	-2	-1	-2	-1	-2	-1
N501	EE509D54-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-1	2	3	3	2	2	-3	2	3	0	-3	-3	2	1	3	3	-1	-2	1	0	3	3	3	2	3	3	3	2	-3	-2	-1	2	3	2	-1	-2	3	-2	-3	-2	-3	-3	-2	-3
N501	B300A54E-9662-E611-8111-125BDAFF1DF1	-2	-3	-3	-2	-1	3	3	-1	3	1	-2	2	2	3	-3	-3	0	0	0	0	0	0	0	0	3	3	3	3	-3	3	2	3	-3	-3	3	1	0	-2	0	3	-1	-3	-3	-3	-3	-3	-3	-3
N501	36519D54-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	0	1	0	1	1	1	-2	1	2	-1	-3	-3	3	3	1	3	-3	-3	-3	-3	3	2	2	3	0	2	3	2	-3	-2	1	0	1	-1	0	0	1	0	-3	-3	-3	-3	-3	-3
N501	CA2A9F5A-9662-E611-8111-125BDAFF1DF1	-2	0	-3	-1	-1	3	0	3	1	3	-2	2	1	-1	1	-2	3	1	1	2	0	-1	-1	-3	0	2	0	0	-1	1	2	1	0	1	1	0	0	-1	0	1	-1	0	0	0	1	-2	-3	-2
N501	94887D42-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	1	0	2	1	-3	2	1	0	-3	-3	-1	-3	-3	-3	1	3	-1	2	1	2	1	0	2	2	2	1	-3	-3	0	-3	-3	-3	0	0	-1	-3	-3	-3	-3	-3	-3	-3
N501	CCDC9960-9662-E611-8111-125BDAFF1DF1	-3	-3	0	-3	-1	3	3	3	3	3	-3	3	3	3	0	0	3	3	3	3	0	1	1	0	3	3	3	3	3	3	3	3	-3	-3	3	2	-3	0	0	1	3	-3	-3	-3	-3	-3	-3	-3
N501	DDDC9960-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-1	3	1	3	2	2	-3	1	2	1	-3	-3	0	1	0	1	3	3	3	3	1	3	0	0	3	3	2	2	-1	0	0	2	0	3	0	2	2	-1	-3	0	-3	-3	-3	-3
N501	7B8F9466-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-1	-1	3	3	-1	3	3	-2	2	3	3	-3	-2	-2	-1	-2	-1	-1	3	3	2	2	2	1	1	3	-1	3	3	-3	-2	3	0	-2	-2	-1	2	1	-3	-3	-3	-3	-3	-3	-3
N501	04E18C6C-9662-E611-8111-125BDAFF1DF1	-3	-3	3	1	1	1	2	2	3	2	-1	2	3	-3	-3	-3	0	1	-3	1	1	3	1	1	3	3	1	1	3	3	3	2	2	1	3	1	1	1	2	2	3	-3	0	2	-3	1	-3	-3
N501	20E18C6C-9662-E611-8111-125BDAFF1DF1	-3	-2	-3	-2	-3	2	3	0	3	2	-3	3	2	-1	-3	-3	-3	-2	-1	-3	1	0	1	1	3	2	3	0	0	2	3	3	-1	-1	2	0	1	-1	2	0	-1	-1	-3	-2	-3	-3	-3	-3
N501	F8E08C6C-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	1	-3	3	3	0	-3	-3	3	1	2	3	1	0	1	2	1	2	2	0	-1	3	1	2	-3	-3	3	2	1	2	2	3	1	-2	-3	-3	-3	-3	-3	-3
N501	1AE18C6C-9662-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	3	3	3	-3	-3	-3	-3	-3	-3	-2	0	-1	-2	3	3	3	3	3	2	3	3	-3	-3	0	0	-2	-3	0	0	2	-3	-3	-3	-2	-2	-2	-3
N501	46E18C6C-9662-E611-8111-125BDAFF1DF1	-3	-3	-2	-3	-3	1	2	1	3	2	-3	1	1	0	-2	-3	-1	-2	-1	-2	2	1	1	1	2	1	1	0	1	3	1	2	-2	-3	0	1	-3	-2	0	0	-1	0	-1	0	-3	-3	-3	-3
N501	33519D54-9662-E611-8111-125BDAFF1DF1	0	-1	-1	-1	-1	3	3	2	3	0	-2	2	3	1	-3	-2	1	1	1	1	0	1	-1	0	1	1	3	1	1	0	1	0	-2	-2	1	0	2	1	1	1	0	-3	-3	-2	-3	-3	-2	-2
